BrukerID,Kjonn,Alder,Jobb,Postkode
783,0.0,50.0,7.0,10022.0
784,1.0,25.0,17.0,33823.0
785,1.0,18.0,1.0,50201.0
786,1.0,25.0,14.0,
787,1.0,56.0,13.0,52003.0
788,1.0,1.0,10.0,19343.0
789,,18.0,4.0,2777.0
790,1.0,35.0,7.0,
791,1.0,18.0,4.0,28403.0
792,1.0,18.0,20.0,18104.0
793,1.0,18.0,4.0,
794,1.0,35.0,7.0,94945.0
795,1.0,,7.0,63125.0
796,0.0,25.0,11.0,6107.0
797,1.0,35.0,15.0,80538.0
798,1.0,25.0,12.0,91104.0
799,1.0,50.0,3.0,89102.0
800,1.0,35.0,7.0,60610.0
801,1.0,,1.0,2571.0
802,0.0,25.0,0.0,87114.0
803,1.0,25.0,20.0,90024.0
804,1.0,25.0,1.0,1760.0
805,1.0,35.0,16.0,
806,1.0,35.0,,
807,1.0,50.0,6.0,70808.0
808,1.0,25.0,12.0,60613.0
809,1.0,18.0,7.0,64055.0
810,1.0,50.0,7.0,30306.0
811,0.0,35.0,6.0,90035.0
812,1.0,25.0,12.0,55107.0
813,1.0,25.0,7.0,49221.0
814,1.0,18.0,4.0,46219.0
815,1.0,50.0,12.0,32920.0
816,0.0,45.0,1.0,19806.0
817,0.0,25.0,7.0,8902.0
818,1.0,18.0,0.0,91320.0
819,1.0,56.0,7.0,8901.0
820,1.0,,17.0,92111.0
821,1.0,18.0,4.0,60201.0
822,1.0,35.0,17.0,37221.0
823,0.0,35.0,15.0,6119.0
824,1.0,25.0,,60622.0
825,1.0,,2.0,92262.0
826,1.0,25.0,15.0,92648.0
827,0.0,35.0,16.0,98072.0
828,1.0,25.0,0.0,98153.0
829,1.0,50.0,1.0,98541.0
830,1.0,50.0,7.0,95762.0
831,1.0,25.0,11.0,92335.0
832,0.0,25.0,,
833,0.0,1.0,10.0,22801.0
834,1.0,35.0,7.0,6460.0
835,1.0,35.0,,90069.0
836,1.0,,7.0,48197.0
837,1.0,50.0,16.0,90210.0
838,1.0,,17.0,89147.0
839,1.0,25.0,2.0,33133.0
840,1.0,35.0,15.0,55416.0
841,0.0,,0.0,
842,1.0,45.0,7.0,2460.0
843,1.0,56.0,17.0,55105.0
844,1.0,18.0,10.0,2780.0
845,0.0,18.0,,98102.0
846,0.0,25.0,1.0,92646.0
847,0.0,35.0,0.0,97213.0
848,1.0,18.0,7.0,
849,0.0,45.0,20.0,90069.0
850,0.0,,7.0,
851,0.0,18.0,4.0,78628.0
852,1.0,,12.0,94530.0
853,1.0,18.0,10.0,53207.0
854,0.0,25.0,0.0,94109.0
855,0.0,1.0,10.0,90039.0
856,1.0,18.0,0.0,92122.0
857,1.0,25.0,17.0,49423.0
858,1.0,56.0,17.0,84121.0
859,1.0,45.0,0.0,90404.0
860,0.0,1.0,10.0,98110.0
861,1.0,50.0,17.0,98642.0
862,1.0,1.0,10.0,97201.0
863,1.0,18.0,4.0,77005.0
864,0.0,25.0,99.0,11801.0
865,1.0,45.0,99.0,20880.0
866,1.0,,0.0,92866.0
867,1.0,,16.0,34677.0
868,1.0,45.0,11.0,48104.0
869,0.0,,0.0,10019.0
870,1.0,35.0,7.0,7663.0
871,1.0,18.0,,53706.0
872,1.0,25.0,,95014.0
873,1.0,25.0,12.0,55112.0
874,1.0,35.0,5.0,48342.0
875,1.0,25.0,7.0,55902.0
876,0.0,35.0,14.0,60202.0
877,1.0,25.0,3.0,94118.0
878,1.0,35.0,1.0,90024.0
879,1.0,,16.0,20850.0
880,1.0,,7.0,38555.0
881,1.0,35.0,0.0,96707.0
882,1.0,25.0,7.0,55105.0
883,1.0,35.0,99.0,90803.0
884,0.0,,6.0,75605.0
885,1.0,35.0,13.0,63130.0
886,1.0,,,55428.0
887,,,17.0,90031.0
888,1.0,,0.0,91505.0
889,1.0,35.0,16.0,10014.0
890,1.0,18.0,0.0,55112.0
891,1.0,25.0,,98101.0
892,1.0,18.0,5.0,12582.0
893,1.0,18.0,4.0,77845.0
894,1.0,,1.0,92688.0
895,1.0,,4.0,55405.0
896,0.0,35.0,20.0,11215.0
897,1.0,25.0,4.0,60201.0
898,1.0,,10.0,80439.0
899,,25.0,1.0,55104.0
900,0.0,35.0,6.0,14905.0
901,0.0,25.0,4.0,44406.0
902,1.0,35.0,1.0,27909.0
903,0.0,35.0,20.0,75093.0
904,1.0,56.0,7.0,48114.0
905,1.0,35.0,18.0,98664.0
906,0.0,25.0,3.0,90016.0
907,0.0,25.0,7.0,48237.0
908,1.0,,0.0,80231.0
909,1.0,25.0,7.0,48326.0
910,0.0,35.0,1.0,78155.0
911,1.0,50.0,,90504.0
912,1.0,,2.0,92020.0
913,1.0,56.0,,93711.0
914,1.0,45.0,3.0,55410.0
915,1.0,25.0,7.0,98908.0
916,1.0,,,55113.0
917,0.0,25.0,0.0,19001.0
918,1.0,45.0,,10024.0
919,1.0,,14.0,8822.0
920,0.0,25.0,9.0,60201.0
921,1.0,35.0,3.0,20122.0
922,0.0,50.0,2.0,97424.0
923,0.0,25.0,14.0,93428.0
924,1.0,,7.0,10025.0
925,0.0,35.0,1.0,37922.0
926,0.0,35.0,17.0,
927,0.0,45.0,9.0,
928,0.0,25.0,7.0,19103.0
929,1.0,,12.0,94703.0
930,1.0,,4.0,37743.0
931,1.0,35.0,14.0,10003.0
932,1.0,,5.0,
933,1.0,25.0,7.0,94025.0
934,1.0,56.0,0.0,43528.0
935,,35.0,,92316.0
936,0.0,,,97403.0
937,0.0,,0.0,
938,1.0,25.0,17.0,49445.0
939,1.0,25.0,0.0,10025.0
940,1.0,18.0,12.0,55123.0
941,0.0,18.0,,94538.0
942,0.0,,7.0,10562.0
943,0.0,35.0,,
944,0.0,45.0,1.0,94061.0
945,0.0,25.0,4.0,43212.0
946,,25.0,3.0,7719.0
947,1.0,50.0,7.0,18977.0
948,1.0,35.0,12.0,
949,1.0,25.0,1.0,29205.0
950,0.0,25.0,4.0,1075.0
951,1.0,25.0,7.0,33813.0
952,1.0,,1.0,8904.0
953,1.0,18.0,4.0,2139.0
954,1.0,,0.0,88004.0
955,1.0,,12.0,30337.0
956,1.0,,12.0,2138.0
957,0.0,25.0,3.0,52001.0
958,1.0,25.0,2.0,90068.0
959,,35.0,12.0,45243.0
960,1.0,35.0,,97403.0
961,1.0,,1.0,90049.0
962,1.0,18.0,4.0,53220.0
963,1.0,25.0,4.0,55112.0
964,0.0,,6.0,79410.0
965,0.0,,1.0,
966,1.0,35.0,14.0,48187.0
967,,50.0,1.0,29642.0
968,0.0,25.0,17.0,92121.0
969,1.0,25.0,12.0,36115.0
970,1.0,18.0,4.0,92122.0
971,,,20.0,10954.0
972,1.0,18.0,4.0,80302.0
973,1.0,,,
974,1.0,,13.0,
975,1.0,35.0,17.0,92688.0
976,1.0,35.0,,10011.0
977,1.0,25.0,14.0,48360.0
978,0.0,35.0,0.0,94117.0
979,1.0,25.0,0.0,48162.0
980,1.0,50.0,99.0,55113.0
981,1.0,18.0,4.0,2912.0
982,1.0,45.0,2.0,55409.0
983,0.0,,16.0,70503.0
984,1.0,,0.0,6708.0
985,0.0,35.0,1.0,92801.0
986,1.0,,0.0,1379.0
987,0.0,25.0,2.0,90036.0
988,0.0,25.0,,
989,1.0,,12.0,7974.0
990,1.0,50.0,14.0,50265.0
991,1.0,25.0,3.0,55455.0
992,1.0,50.0,16.0,13045.0
993,0.0,45.0,1.0,3768.0
994,1.0,25.0,4.0,27514.0
995,1.0,56.0,17.0,94931.0
996,1.0,18.0,4.0,53190.0
997,1.0,18.0,4.0,73071.0
998,1.0,25.0,7.0,22903.0
999,1.0,56.0,20.0,94708.0
1000,1.0,25.0,,
1001,1.0,,4.0,83706.0
1002,1.0,18.0,4.0,54481.0
1003,1.0,25.0,20.0,14895.0
1004,1.0,50.0,17.0,14568.0
1005,1.0,18.0,,97215.0
1006,1.0,45.0,,60626.0
1007,0.0,18.0,20.0,55104.0
1008,1.0,,4.0,54703.0
1009,1.0,,7.0,22902.0
1010,1.0,45.0,17.0,37923.0
1011,1.0,,4.0,49456.0
1012,1.0,56.0,13.0,2115.0
1013,1.0,50.0,7.0,94404.0
1014,1.0,35.0,12.0,98103.0
1015,1.0,35.0,15.0,
1016,1.0,18.0,0.0,46250.0
1017,1.0,18.0,12.0,19403.0
1018,0.0,18.0,4.0,94121.0
1019,1.0,25.0,20.0,55391.0
1020,1.0,18.0,16.0,94110.0
1021,1.0,25.0,99.0,3051.0
1022,1.0,45.0,15.0,92028.0
1023,1.0,18.0,15.0,87111.0
1024,0.0,25.0,14.0,46220.0
1025,1.0,35.0,,32792.0
1026,1.0,25.0,0.0,46227.0
1027,0.0,50.0,8.0,84770.0
1028,1.0,18.0,0.0,
1029,1.0,56.0,16.0,13031.0
1030,1.0,,13.0,68502.0
1031,0.0,,1.0,82601.0
1032,1.0,18.0,,72837.0
1033,1.0,50.0,13.0,78232.0
1034,1.0,25.0,5.0,32839.0
1035,0.0,35.0,6.0,55128.0
1036,0.0,18.0,7.0,80503.0
1037,1.0,35.0,17.0,48323.0
1038,1.0,,99.0,78731.0
1039,1.0,35.0,1.0,
1040,0.0,,,55442.0
1041,1.0,,,33901.0
1042,0.0,18.0,3.0,55422.0
1043,1.0,35.0,12.0,94520.0
1044,1.0,,4.0,55403.0
1045,0.0,35.0,3.0,
1046,0.0,45.0,1.0,12538.0
1047,1.0,,4.0,48197.0
1048,0.0,,7.0,94602.0
1049,1.0,25.0,0.0,
1050,1.0,25.0,2.0,
1051,0.0,25.0,3.0,22042.0
1052,1.0,45.0,7.0,64138.0
1053,0.0,35.0,1.0,84108.0
1054,1.0,25.0,7.0,35244.0
1055,1.0,35.0,0.0,12831.0
1056,1.0,35.0,7.0,60188.0
1057,1.0,50.0,17.0,49506.0
1058,1.0,35.0,7.0,6680.0
1059,1.0,18.0,4.0,2906.0
1060,0.0,35.0,20.0,20036.0
1061,0.0,25.0,0.0,2176.0
1062,1.0,35.0,17.0,94303.0
1063,1.0,18.0,,
1064,0.0,18.0,4.0,55406.0
1065,0.0,25.0,1.0,75149.0
1066,,25.0,,7666.0
1067,0.0,18.0,0.0,91030.0
1068,1.0,,1.0,49503.0
1069,0.0,18.0,4.0,
1070,1.0,35.0,7.0,94506.0
1071,1.0,25.0,17.0,77449.0
1072,0.0,25.0,1.0,45056.0
1073,0.0,,6.0,37922.0
1074,1.0,,4.0,55455.0
1075,1.0,25.0,16.0,53406.0
1076,1.0,25.0,14.0,97219.0
1077,0.0,56.0,13.0,13057.0
1078,1.0,35.0,17.0,90026.0
1079,1.0,45.0,1.0,16801.0
1080,1.0,35.0,5.0,96707.0
1081,0.0,45.0,20.0,89134.0
1082,,25.0,11.0,22043.0
1083,1.0,35.0,1.0,48912.0
1084,1.0,,0.0,72058.0
1085,0.0,35.0,16.0,95003.0
1086,0.0,25.0,9.0,48103.0
1087,1.0,35.0,16.0,99352.0
1088,1.0,25.0,0.0,47401.0
1089,1.0,18.0,16.0,97405.0
1090,1.0,25.0,,91125.0
1091,1.0,18.0,2.0,92109.0
1092,1.0,18.0,99.0,27705.0
1093,0.0,35.0,9.0,85255.0
1094,0.0,,7.0,80013.0
1095,0.0,25.0,99.0,55071.0
1096,1.0,25.0,17.0,
1097,1.0,35.0,7.0,21013.0
1098,1.0,,12.0,30303.0
1099,0.0,50.0,,1450.0
1100,1.0,35.0,12.0,92507.0
1101,1.0,18.0,12.0,55408.0
1102,0.0,,6.0,19102.0
1103,1.0,,12.0,12866.0
1104,1.0,35.0,14.0,60626.0
1105,1.0,35.0,3.0,48107.0
1106,0.0,,0.0,55122.0
1107,0.0,25.0,2.0,68502.0
1108,1.0,35.0,7.0,10019.0
1109,,25.0,19.0,11501.0
1110,1.0,,14.0,63304.0
1111,0.0,35.0,20.0,9824.0
1112,1.0,,17.0,3038.0
1113,0.0,25.0,7.0,22209.0
1114,1.0,18.0,17.0,12054.0
1115,1.0,,11.0,
1116,,45.0,,43210.0
1117,1.0,,2.0,13676.0
1118,,,5.0,96815.0
1119,1.0,,17.0,91505.0
1120,1.0,,14.0,92104.0
1121,0.0,25.0,,21030.0
1122,1.0,18.0,4.0,6520.0
1123,1.0,,0.0,94044.0
1124,,25.0,7.0,46220.0
1125,1.0,25.0,7.0,19003.0
1126,0.0,35.0,0.0,92704.0
1127,1.0,18.0,18.0,13045.0
1128,1.0,56.0,1.0,49042.0
1129,1.0,,4.0,44130.0
1130,1.0,25.0,16.0,60614.0
1131,1.0,,,2446.0
1132,1.0,18.0,,91501.0
1133,0.0,18.0,4.0,
1134,1.0,25.0,1.0,8904.0
1135,1.0,18.0,4.0,61801.0
1136,0.0,25.0,0.0,10021.0
1137,0.0,35.0,9.0,2879.0
1138,1.0,45.0,,1904.0
1139,1.0,1.0,,42754.0
1140,,18.0,4.0,92647.0
1141,0.0,56.0,13.0,95320.0
1142,1.0,25.0,6.0,46835.0
1143,0.0,50.0,3.0,33611.0
1144,1.0,25.0,6.0,19428.0
1145,1.0,18.0,10.0,45904.0
1146,1.0,25.0,14.0,97202.0
1147,1.0,,7.0,21234.0
1148,1.0,25.0,,48103.0
1149,1.0,18.0,12.0,91423.0
1150,1.0,35.0,15.0,36109.0
1151,1.0,25.0,20.0,2062.0
1152,1.0,,4.0,58102.0
1153,1.0,25.0,12.0,
1154,1.0,,0.0,98115.0
1155,1.0,25.0,15.0,46805.0
1156,1.0,25.0,7.0,33324.0
1157,1.0,35.0,1.0,95380.0
1158,1.0,25.0,0.0,44512.0
1159,1.0,25.0,0.0,20878.0
1160,1.0,35.0,7.0,50265.0
1161,1.0,1.0,10.0,71106.0
1162,1.0,25.0,,
1163,1.0,25.0,5.0,55126.0
1164,1.0,25.0,4.0,94703.0
1165,1.0,,,72058.0
1166,0.0,56.0,0.0,98801.0
1167,0.0,18.0,4.0,14850.0
1168,1.0,25.0,6.0,79401.0
1169,1.0,18.0,11.0,10028.0
1170,1.0,25.0,18.0,57706.0
1171,1.0,,7.0,80202.0
1172,1.0,25.0,12.0,97370.0
1173,1.0,50.0,7.0,34285.0
1174,1.0,45.0,2.0,98011.0
1175,1.0,18.0,4.0,53142.0
1176,1.0,25.0,,7054.0
1177,1.0,35.0,16.0,95405.0
1178,1.0,25.0,17.0,
1179,0.0,25.0,6.0,15202.0
1180,1.0,35.0,17.0,49015.0
1181,1.0,25.0,0.0,94086.0
1182,0.0,,4.0,2912.0
1183,1.0,18.0,4.0,45750.0
1184,1.0,18.0,0.0,32219.0
1185,0.0,1.0,10.0,8820.0
1186,1.0,35.0,14.0,6880.0
1187,1.0,18.0,16.0,42141.0
1188,1.0,1.0,13.0,37130.0
1189,1.0,35.0,11.0,8003.0
1190,1.0,25.0,,24210.0
1191,1.0,18.0,19.0,22030.0
1192,1.0,18.0,4.0,55455.0
1193,1.0,25.0,1.0,19103.0
1194,1.0,25.0,15.0,68516.0
1195,1.0,18.0,4.0,33720.0
1196,1.0,35.0,0.0,55379.0
1197,0.0,25.0,1.0,48316.0
1198,1.0,18.0,12.0,18052.0
1199,0.0,,1.0,10706.0
1200,0.0,18.0,12.0,84107.0
1201,0.0,,0.0,53589.0
1202,1.0,35.0,,48116.0
1203,1.0,1.0,,
1204,,,,78757.0
1205,1.0,18.0,3.0,48604.0
1206,1.0,18.0,19.0,94703.0
1207,0.0,25.0,7.0,
1208,0.0,45.0,20.0,10033.0
1209,1.0,,99.0,30102.0
1210,1.0,35.0,17.0,26505.0
1211,1.0,,7.0,13211.0
1212,1.0,,17.0,
1213,1.0,18.0,4.0,11710.0
1214,0.0,35.0,4.0,26505.0
1215,1.0,25.0,7.0,54942.0
1216,1.0,1.0,10.0,75082.0
1217,1.0,45.0,7.0,
1218,0.0,25.0,2.0,63119.0
1219,1.0,25.0,7.0,90212.0
1220,1.0,18.0,12.0,12047.0
1221,0.0,,6.0,28412.0
1222,1.0,35.0,7.0,6905.0
1223,1.0,18.0,14.0,60194.0
1224,0.0,25.0,20.0,91105.0
1225,1.0,25.0,,10023.0
1226,1.0,,6.0,37664.0
1227,1.0,18.0,4.0,73071.0
1228,1.0,,,94041.0
1229,1.0,35.0,17.0,3820.0
1230,1.0,56.0,13.0,37938.0
1231,0.0,25.0,0.0,94115.0
1232,1.0,45.0,12.0,37853.0
1233,1.0,50.0,7.0,95376.0
1234,0.0,45.0,,92126.0
1235,1.0,25.0,,33142.0
1236,1.0,25.0,10.0,55414.0
1237,0.0,25.0,,
1238,,45.0,7.0,61081.0
1239,1.0,50.0,,
1240,1.0,25.0,12.0,60025.0
1241,1.0,,17.0,90048.0
1242,1.0,25.0,3.0,66205.0
1243,,35.0,20.0,14850.0
1244,1.0,25.0,7.0,79416.0
1245,1.0,,0.0,11803.0
1246,1.0,,11.0,90211.0
1247,1.0,18.0,0.0,94530.0
1248,1.0,25.0,0.0,95819.0
1249,1.0,18.0,4.0,98105.0
1250,1.0,35.0,7.0,95765.0
1251,1.0,25.0,12.0,1864.0
1252,1.0,,7.0,83405.0
1253,,25.0,1.0,98115.0
1254,0.0,18.0,14.0,94110.0
1255,1.0,45.0,18.0,14701.0
1256,1.0,,,94109.0
1257,1.0,25.0,,98661.0
1258,1.0,35.0,7.0,62234.0
1259,1.0,1.0,0.0,75244.0
1260,1.0,,13.0,92120.0
1261,0.0,25.0,7.0,19806.0
1262,0.0,35.0,3.0,66210.0
1263,0.0,45.0,17.0,27616.0
1264,1.0,,7.0,8876.0
1265,1.0,18.0,5.0,41018.0
1266,0.0,,13.0,48105.0
1267,1.0,56.0,16.0,97478.0
1268,1.0,18.0,4.0,77005.0
1269,1.0,56.0,7.0,10023.0
1270,1.0,18.0,1.0,10977.0
1271,1.0,18.0,7.0,
1272,1.0,35.0,18.0,85275.0
1273,0.0,25.0,2.0,91351.0
1274,1.0,50.0,12.0,87505.0
1275,1.0,25.0,20.0,95380.0
1276,1.0,,13.0,58504.0
1277,1.0,35.0,7.0,20895.0
1278,1.0,,0.0,90266.0
1279,1.0,,12.0,60618.0
1280,1.0,,13.0,53132.0
1281,1.0,18.0,1.0,55408.0
1282,1.0,25.0,7.0,94114.0
1283,1.0,18.0,20.0,
1284,1.0,1.0,8.0,2254.0
1285,1.0,,4.0,53715.0
1286,,25.0,17.0,85016.0
1287,1.0,18.0,4.0,97333.0
1288,1.0,25.0,0.0,64106.0
1289,1.0,35.0,1.0,10012.0
1290,0.0,25.0,0.0,97205.0
1291,1.0,25.0,1.0,92101.0
1292,1.0,25.0,14.0,60614.0
1293,0.0,45.0,,10022.0
1294,1.0,18.0,10.0,55303.0
1295,0.0,,,24018.0
1296,1.0,35.0,0.0,30741.0
1297,1.0,35.0,0.0,55405.0
1298,1.0,35.0,99.0,
1299,1.0,45.0,7.0,37343.0
1300,0.0,25.0,,28147.0
1301,0.0,25.0,2.0,43617.0
1302,0.0,18.0,4.0,68154.0
1303,1.0,1.0,10.0,7869.0
1304,0.0,35.0,5.0,44313.0
1305,1.0,18.0,4.0,30305.0
1306,1.0,,3.0,60626.0
1307,,,13.0,55804.0
1308,1.0,18.0,4.0,90024.0
1309,0.0,25.0,0.0,24017.0
1310,1.0,50.0,,20815.0
1311,0.0,18.0,4.0,2142.0
1312,1.0,25.0,14.0,27605.0
1313,0.0,,18.0,21214.0
1314,0.0,18.0,4.0,49525.0
1315,1.0,18.0,10.0,48439.0
1316,0.0,45.0,1.0,43202.0
1317,0.0,,0.0,98225.0
1318,1.0,35.0,5.0,8406.0
1319,1.0,35.0,,55108.0
1320,0.0,25.0,,35243.0
1321,1.0,35.0,11.0,
1322,0.0,,0.0,60156.0
1323,0.0,35.0,9.0,
1324,1.0,25.0,0.0,6451.0
1325,1.0,35.0,7.0,85331.0
1326,0.0,,11.0,10022.0
1327,1.0,50.0,,98237.0
1328,,35.0,17.0,55082.0
1329,1.0,56.0,17.0,80538.0
1330,1.0,35.0,6.0,95370.0
1331,1.0,25.0,12.0,55406.0
1332,0.0,50.0,7.0,94941.0
1333,1.0,56.0,,4085.0
1334,1.0,35.0,5.0,95008.0
1335,1.0,25.0,7.0,49686.0
1336,1.0,25.0,2.0,55125.0
1337,0.0,25.0,7.0,60618.0
1338,1.0,25.0,6.0,23235.0
1339,1.0,35.0,7.0,27511.0
1340,1.0,56.0,13.0,63122.0
1341,0.0,,20.0,15701.0
1342,1.0,18.0,4.0,94704.0
1343,1.0,,7.0,94105.0
1344,0.0,56.0,13.0,92407.0
1345,1.0,25.0,,61615.0
1346,1.0,18.0,0.0,77341.0
1347,1.0,,1.0,
1348,1.0,56.0,17.0,22657.0
1349,1.0,50.0,7.0,60618.0
1350,0.0,18.0,4.0,94702.0
1351,0.0,18.0,4.0,91706.0
1352,,25.0,14.0,94109.0
1353,1.0,50.0,0.0,94025.0
1354,1.0,35.0,11.0,40242.0
1355,0.0,35.0,0.0,4255.0
1356,1.0,45.0,0.0,23462.0
1357,1.0,,,8854.0
1358,0.0,18.0,,95405.0
1359,1.0,35.0,7.0,55124.0
1360,1.0,25.0,4.0,70115.0
1361,0.0,,2.0,97214.0
1362,1.0,45.0,16.0,98107.0
1363,1.0,25.0,12.0,45241.0
1364,1.0,18.0,,94523.0
1365,1.0,,1.0,
1366,1.0,56.0,5.0,6082.0
1367,1.0,25.0,12.0,94115.0
1368,1.0,18.0,4.0,80521.0
1369,1.0,35.0,,27607.0
1370,1.0,35.0,2.0,55410.0
1371,0.0,50.0,13.0,94702.0
1372,0.0,45.0,12.0,85283.0
1373,1.0,,12.0,97330.0
1374,1.0,25.0,20.0,75006.0
1375,1.0,,20.0,
1376,0.0,25.0,6.0,33076.0
1377,0.0,,9.0,97520.0
1378,1.0,18.0,2.0,8820.0
1379,1.0,18.0,20.0,30605.0
1380,1.0,25.0,7.0,94041.0
1381,1.0,1.0,10.0,55427.0
1382,1.0,,7.0,60115.0
1383,1.0,45.0,16.0,22652.0
1384,0.0,18.0,4.0,92612.0
1385,0.0,45.0,6.0,42406.0
1386,1.0,35.0,18.0,55448.0
1387,1.0,25.0,4.0,22903.0
1388,0.0,35.0,6.0,
1389,1.0,1.0,10.0,60148.0
1390,0.0,25.0,12.0,94530.0
1391,1.0,,11.0,55075.0
1392,1.0,25.0,17.0,91107.0
1393,0.0,25.0,4.0,48219.0
1394,1.0,25.0,4.0,57006.0
1395,1.0,35.0,0.0,8330.0
1396,1.0,25.0,1.0,14982.0
1397,1.0,25.0,,
1398,1.0,25.0,2.0,55103.0
1399,1.0,50.0,14.0,44614.0
1400,1.0,35.0,12.0,1944.0
1401,1.0,25.0,7.0,1850.0
1402,0.0,45.0,1.0,85259.0
1403,1.0,56.0,14.0,
1404,0.0,45.0,2.0,14850.0
1405,1.0,56.0,7.0,
1406,1.0,25.0,,2148.0
1407,1.0,,0.0,55121.0
1408,0.0,45.0,7.0,80304.0
1409,1.0,18.0,2.0,
1410,1.0,56.0,1.0,49006.0
1411,1.0,18.0,17.0,90064.0
1412,1.0,35.0,1.0,22903.0
1413,1.0,50.0,11.0,33881.0
1414,1.0,56.0,1.0,49327.0
1415,0.0,,16.0,77027.0
1416,1.0,50.0,1.0,48371.0
1417,1.0,25.0,0.0,6880.0
1418,,35.0,1.0,54822.0
1419,1.0,25.0,1.0,97206.0
1420,1.0,18.0,10.0,
1421,0.0,18.0,4.0,72227.0
1422,1.0,,11.0,95125.0
1423,,35.0,18.0,52001.0
1424,1.0,,10.0,2818.0
1425,1.0,25.0,0.0,60611.0
1426,1.0,35.0,2.0,92115.0
1427,,18.0,1.0,4240.0
1428,1.0,50.0,7.0,13203.0
1429,0.0,1.0,0.0,
1430,0.0,25.0,,92627.0
1431,1.0,56.0,7.0,8540.0
1432,1.0,50.0,,60016.0
1433,1.0,25.0,7.0,55125.0
1434,1.0,25.0,20.0,2152.0
1435,1.0,35.0,12.0,95952.0
1436,0.0,25.0,,23454.0
1437,1.0,,16.0,11358.0
1438,1.0,50.0,1.0,45840.0
1439,1.0,25.0,7.0,85040.0
1440,0.0,18.0,6.0,92145.0
1441,1.0,50.0,6.0,
1442,0.0,25.0,12.0,94131.0
1443,0.0,45.0,,19802.0
1444,1.0,45.0,,46804.0
1445,1.0,35.0,17.0,10025.0
1446,1.0,45.0,15.0,92880.0
1447,1.0,35.0,7.0,1940.0
1448,1.0,1.0,0.0,97222.0
1449,1.0,45.0,18.0,26101.0
1450,1.0,25.0,6.0,92014.0
1451,1.0,,7.0,
1452,1.0,25.0,4.0,33314.0
1453,1.0,18.0,4.0,89015.0
1454,1.0,25.0,,92656.0
1455,1.0,25.0,15.0,62558.0
1456,0.0,25.0,6.0,97116.0
1457,1.0,25.0,7.0,23112.0
1458,0.0,25.0,20.0,24015.0
1459,0.0,35.0,1.0,23062.0
1460,0.0,35.0,1.0,98126.0
1461,0.0,1.0,0.0,90210.0
1462,1.0,25.0,12.0,46725.0
1463,1.0,25.0,12.0,56301.0
1464,,35.0,9.0,6830.0
1465,1.0,25.0,12.0,
1466,1.0,35.0,17.0,23451.0
1467,1.0,,14.0,92614.0
1468,1.0,,4.0,16101.0
1469,1.0,18.0,12.0,10021.0
1470,1.0,1.0,10.0,60613.0
1471,1.0,,7.0,94306.0
1472,1.0,18.0,17.0,47901.0
1473,1.0,25.0,0.0,99163.0
1474,1.0,45.0,11.0,
1475,1.0,1.0,10.0,90405.0
1476,0.0,35.0,6.0,48073.0
1477,1.0,50.0,17.0,16801.0
1478,1.0,25.0,0.0,60622.0
1479,,25.0,2.0,
1480,1.0,35.0,12.0,3062.0
1481,1.0,1.0,10.0,55305.0
1482,1.0,25.0,3.0,96813.0
1483,1.0,25.0,7.0,78757.0
1484,1.0,25.0,6.0,11598.0
1485,1.0,,7.0,55555.0
1486,1.0,18.0,4.0,61820.0
1487,0.0,18.0,4.0,44106.0
1488,,25.0,0.0,60640.0
1489,0.0,,0.0,93940.0
1490,1.0,56.0,6.0,74105.0
1491,1.0,35.0,4.0,10036.0
1492,1.0,35.0,17.0,3824.0
1493,0.0,25.0,0.0,85207.0
1494,0.0,35.0,0.0,90004.0
1495,1.0,25.0,17.0,28262.0
1496,1.0,18.0,11.0,60614.0
1497,0.0,25.0,20.0,46835.0
1498,1.0,35.0,12.0,49508.0
1499,0.0,25.0,0.0,28304.0
1500,1.0,35.0,17.0,95610.0
1501,0.0,25.0,4.0,73160.0
1502,,56.0,,75001.0
1503,0.0,35.0,20.0,98119.0
1504,0.0,25.0,15.0,91360.0
1505,1.0,50.0,13.0,90210.0
1506,1.0,25.0,12.0,94114.0
1507,1.0,18.0,10.0,33024.0
1508,1.0,,7.0,90210.0
1509,1.0,56.0,13.0,32806.0
1510,0.0,,,11024.0
1511,1.0,,17.0,92126.0
1512,0.0,25.0,7.0,7067.0
1513,1.0,,5.0,55104.0
1514,0.0,1.0,10.0,49512.0
1515,1.0,18.0,3.0,55107.0
1516,1.0,56.0,16.0,77079.0
1517,,25.0,3.0,94117.0
1518,1.0,18.0,17.0,98121.0
1519,1.0,,4.0,85013.0
1520,1.0,35.0,17.0,60103.0
1521,1.0,1.0,10.0,90004.0
1522,0.0,35.0,5.0,49424.0
1523,0.0,,7.0,10023.0
1524,1.0,25.0,4.0,22030.0
1525,0.0,56.0,13.0,1234.0
1526,1.0,18.0,4.0,98225.0
1527,0.0,18.0,20.0,45202.0
1528,1.0,35.0,0.0,44280.0
1529,1.0,,4.0,53703.0
1530,0.0,,,2452.0
1531,1.0,,14.0,15241.0
1532,1.0,25.0,17.0,94117.0
1533,1.0,,1.0,
1534,1.0,,12.0,4096.0
1535,1.0,1.0,17.0,97062.0
1536,1.0,35.0,17.0,55030.0
1537,1.0,35.0,14.0,55415.0
1538,,18.0,19.0,40475.0
1539,1.0,25.0,16.0,80013.0
1540,1.0,35.0,17.0,11701.0
1541,1.0,25.0,0.0,98178.0
1542,1.0,45.0,2.0,90813.0
